pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
FF,2017-05-08,99.2,-1.1219,5.3071,Giancarlo Stanton,519317,593372,NA,foul,NA,NA,NA,NA,14,NA,R,R,R,MIA,STL,S,NA,NA,1,2,2017,-0.71,1.5687,1.0051,2.2605,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,425877,NA,170509_010918,7.3783,-143.9,-6.4355,-11.4529,33.3466,-9.39,3.72,1.74,213,75.9,45.8,98.374,2121,5.987,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.5105,NA,NA,NA,NA,NA,NA,NA,56,4,4-Seam Fastball,3,9,3,9,9,3,3,9,Infield shift,Standard,0
SL,2017-05-08,84.6,-1.6463,5.2958,Giancarlo Stanton,519317,593372,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,STL,B,NA,NA,0,2,2017,1.0216,0.0386,2.1647,0.5574,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,425877,NA,170509_010857,6.7746,-122.5382,-4.5903,8.4436,25.5658,-31.1319,3.72,1.74,NA,NA,NA,82.421,1134,5.207,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,55.2906,NA,NA,NA,NA,NA,NA,NA,56,3,Slider,3,9,3,9,9,3,3,9,Infield shift,Standard,NA
SL,2017-05-08,84.8,-1.4763,5.0636,Giancarlo Stanton,519317,593372,NA,called_strike,NA,NA,NA,NA,9,NA,R,R,R,MIA,STL,S,NA,NA,0,1,2017,0.3981,-0.4319,0.3285,1.9618,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,425877,NA,170509_010847,3.3761,-123.146,-0.1419,3.2425,23.0426,-36.6209,3.72,1.74,NA,NA,NA,82.794,2344,4.929,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,55.5689,NA,NA,NA,NA,NA,NA,NA,56,2,Slider,3,9,3,9,9,3,3,9,Infield shift,Standard,NA
FT,2017-05-08,93.9,-1.7053,5.0865,Giancarlo Stanton,519317,593372,NA,foul,NA,NA,NA,NA,9,NA,R,R,R,MIA,STL,S,NA,NA,0,0,2017,-1.5841,0.2571,0.3016,1.6227,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,425877,NA,170509_010828,8.3655,-136.0951,-3.7155,-20.8294,28.1468,-28.5558,3.72,1.74,NA,NA,NA,92.187,2157,5.351,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,55.1468,NA,NA,NA,NA,NA,NA,NA,56,1,2-Seam Fastball,3,9,3,9,9,3,3,9,Infield shift,Standard,NA
FF,2017-05-08,98.1,-1.3016,5.313,Giancarlo Stanton,519317,593372,walk,ball,NA,NA,NA,NA,14,Giancarlo Stanton walks.,R,R,R,MIA,STL,B,NA,NA,3,1,2017,-0.9746,1.4135,1.0128,2.111,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,425877,NA,170509_002306,8.3401,-142.0773,-6.2261,-14.9152,33.9052,-12.1923,3.72,1.74,NA,NA,NA,96.685,2131,5.828,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.6703,NA,NA,0.7,1,0,0,NA,36,5,4-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,NA
FT,2017-05-08,94.5,-1.8279,5.4576,Giancarlo Stanton,519317,593372,NA,called_strike,NA,NA,NA,NA,4,NA,R,R,R,MIA,STL,S,NA,NA,3,0,2017,-1.7111,0.6348,-0.5171,2.6273,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,425877,NA,170509_002256,6.9507,-136.7977,-2.9055,-22.4312,33.0148,-24.0531,3.72,1.74,NA,NA,NA,92.42,2030,5.541,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.957,NA,NA,NA,NA,NA,NA,NA,36,4,2-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,NA
FT,2017-05-08,96.4,-1.5964,5.0569,Giancarlo Stanton,519317,593372,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,MIA,STL,B,NA,NA,2,0,2017,-1.7093,0.1698,0.3,1.0755,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,425877,NA,170509_002236,8.7257,-139.6932,-5.2501,-24.0003,33.7349,-28.9872,3.72,1.74,NA,NA,NA,95.006,2045,5.867,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.6308,NA,NA,NA,NA,NA,NA,NA,36,3,2-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,NA
FT,2017-05-08,95.2,-1.5977,4.9589,Giancarlo Stanton,519317,593372,NA,ball,NA,NA,NA,NA,13,NA,R,R,R,MIA,STL,B,NA,NA,1,0,2017,-1.6041,-0.0288,-1.0324,2.168,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,425877,NA,170509_002226,4.8786,-138.1818,-1.5707,-21.0943,31.6986,-32.4335,3.72,1.74,NA,NA,NA,93.671,2010,5.587,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.9114,NA,NA,NA,NA,NA,NA,NA,36,2,2-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,NA
FT,2017-05-08,97.2,-1.3403,5.3257,Giancarlo Stanton,519317,593372,NA,ball,NA,NA,NA,NA,4,NA,R,R,R,MIA,STL,B,NA,NA,0,0,2017,-1.4045,0.6553,-0.3293,2.5205,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,425877,NA,170509_002216,5.7643,-140.7966,-3.3133,-19.6487,35.6679,-23.1178,3.72,1.74,NA,NA,NA,95.514,2060,5.821,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.6772,NA,NA,NA,NA,NA,NA,NA,36,1,2-Seam Fastball,2,7,2,7,7,2,2,7,Standard,Standard,NA
FT,2017-05-08,98.5,-1.5966,5.175,Giancarlo Stanton,519317,593372,grounded_into_double_play,hit_into_play,NA,NA,NA,NA,6,"Giancarlo Stanton grounds into a double play, shortstop Aledmys Diaz to second baseman Kolten Wong to first baseman Matt Carpenter.   Christian Yelich out at 2nd.",R,R,R,MIA,STL,X,6,ground_ball,0,1,2017,-1.389,0.803,0.2848,2.7156,NA,543829,592885,1,1,Bot,111.67,157,NA,NA,425877,NA,170508_232712,8.0659,-142.9141,-2.9668,-20.326,31.9602,-21.0535,3.72,1.74,13,111.2,-11.4,96.948,2086,5.495,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,55.0034,0.407,0.378,0,1,0,0,2,7,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,0
FT,2017-05-08,97.7,-1.6715,5.1367,Giancarlo Stanton,519317,593372,NA,swinging_strike,NA,NA,NA,NA,7,NA,R,R,R,MIA,STL,S,NA,NA,0,0,2017,-1.5537,0.4065,-0.2804,1.8011,NA,543829,592885,1,1,Bot,NA,NA,NA,NA,425877,NA,170508_232645,7.121,-141.7364,-4.316,-22.1297,32.5881,-26.0673,3.72,1.74,NA,NA,NA,96.424,2063,5.733,490623,593372,425877,572761,543939,576397,649557,502054,642423,545341,54.7652,NA,NA,NA,NA,NA,NA,NA,7,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
FF,2017-05-07,88.9,-0.6804,5.7951,Giancarlo Stanton,519317,477569,field_out,hit_into_play,NA,NA,NA,NA,8,"Giancarlo Stanton grounds out, third baseman Wilmer Flores to first baseman T.  J.   Rivera.",R,R,R,NYM,MIA,X,5,ground_ball,0,0,2017,-0.5337,1.8818,-0.1239,1.7712,NA,NA,NA,1,9,Top,107.56,162.97,NA,NA,425784,NA,170507_193036,2.4678,-129.0348,-7.6878,-6.4646,27.087,-9.814,3.71,1.74,NA,82.9,-20.7,88.661,2176,6.293,490566,477569,425784,608061,435522,527038,408314,624424,434158,457803,54.2063,0.067,0.064,0,1,0,0,2,67,1,4-Seam Fastball,0,7,7,0,7,0,7,0,Standard,Standard,0
SL,2017-05-07,84.6,-3.9733,4.7723,Giancarlo Stanton,519317,623149,strikeout,swinging_strike,NA,NA,NA,NA,14,Giancarlo Stanton strikes out swinging.,R,R,R,NYM,MIA,S,2,NA,1,2,2017,0.0401,0.1976,1.1701,1.4536,NA,NA,542303,1,7,Top,NA,NA,NA,NA,425784,NA,170507_185534,11.7389,-122.4603,-1.7601,-1.6809,21.6949,-30.1178,3.71,1.74,NA,NA,NA,83.733,2219,5.774,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.7253,NA,NA,0,1,0,0,NA,52,4,Slider,0,6,6,0,6,0,6,0,Standard,Standard,NA
FF,2017-05-07,90.6,-3.8324,4.7569,Giancarlo Stanton,519317,623149,NA,swinging_strike,NA,NA,NA,NA,2,NA,R,R,R,NYM,MIA,S,NA,NA,1,1,2017,-1.4973,0.9922,-0.0624,3.7889,NA,NA,542303,1,7,Top,NA,NA,NA,NA,425784,NA,170507_185513,12.5084,-131.1093,1.4297,-19.803,26.3198,-21.209,3.71,1.74,NA,NA,NA,90.284,2389,6.281,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.2184,NA,NA,NA,NA,NA,NA,NA,52,3,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Standard,NA
FF,2017-05-07,91.3,-3.9201,4.5984,Giancarlo Stanton,519317,623149,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,MIA,B,NA,NA,0,1,2017,-1.5489,0.8678,1.7418,1.6995,NA,NA,542303,1,7,Top,NA,NA,NA,NA,425784,NA,170507_185455,17.3074,-131.566,-3.132,-21.4286,26.7969,-21.7213,3.71,1.74,NA,NA,NA,90.311,2429,6.13,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.3698,NA,NA,NA,NA,NA,NA,NA,52,2,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Standard,NA
SL,2017-05-07,82.2,-3.858,4.7739,Giancarlo Stanton,519317,623149,NA,called_strike,NA,NA,NA,NA,11,NA,R,R,R,NYM,MIA,S,NA,NA,0,0,2017,0.4918,0.4604,-0.9965,2.8773,NA,NA,542303,1,7,Top,NA,NA,NA,NA,425784,NA,170507_185438,5.4549,-119.0896,1.4135,3.4172,23.9821,-28.5063,3.71,1.74,NA,NA,NA,80.419,2068,5.412,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,55.0874,NA,NA,NA,NA,NA,NA,NA,52,1,Slider,0,6,6,0,6,0,6,0,Standard,Standard,NA
FF,2017-05-07,90,-3.8115,4.7095,Giancarlo Stanton,519317,623149,field_out,hit_into_play,NA,NA,NA,NA,11,Giancarlo Stanton lines out softly to second baseman Neil Walker.,R,R,R,NYM,MIA,X,4,line_drive,1,1,2017,-1.7339,1.0787,-1.3544,3.1196,NA,NA,NA,0,5,Top,128.8,146.89,NA,NA,425784,NA,170507_182229,9.6572,-130.5426,-0.2182,-21.6858,26.7673,-20.0905,3.71,1.74,131,48.7,30.5,89.545,2254,6.123,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.3769,0.146,0.143,0,1,0,0,1,35,3,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Strategic,0
FF,2017-05-07,90.2,-3.7607,4.6732,Giancarlo Stanton,519317,623149,NA,ball,NA,NA,NA,NA,11,NA,R,R,R,NYM,MIA,B,NA,NA,0,1,2017,-1.4118,1.3048,-0.7016,4.2376,NA,NA,NA,0,5,Top,NA,NA,NA,NA,425784,NA,170507_182215,10.4195,-130.4971,2.1934,-18.1338,27.9876,-18.1876,3.71,1.74,NA,NA,NA,89.113,2266,5.972,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.5272,NA,NA,NA,NA,NA,NA,NA,35,2,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Strategic,NA
FF,2017-05-07,90.6,-3.7801,4.6199,Giancarlo Stanton,519317,623149,NA,called_strike,NA,NA,NA,NA,7,NA,R,R,R,NYM,MIA,S,NA,NA,0,0,2017,-1.5013,1.0558,-0.3044,2.083,NA,NA,NA,0,5,Top,NA,NA,NA,NA,425784,NA,170507_182205,11.7416,-131.1333,-2.5707,-19.6523,27.1,-19.7476,3.71,1.74,NA,NA,NA,89.974,2273,6.143,490566,623149,425784,608061,435522,527038,408314,624424,434158,457803,54.3565,NA,NA,NA,NA,NA,NA,NA,35,1,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Strategic,NA
CU,2017-05-07,78.7,2.1281,5.9723,Giancarlo Stanton,519317,573244,home_run,hit_into_play_score,NA,NA,NA,NA,7,Giancarlo Stanton homers (10) on a line drive to left field.,R,R,L,NYM,MIA,X,NA,line_drive,3,2,2017,-0.9186,0.0519,-0.6168,1.8602,NA,NA,NA,1,3,Top,7,56.6,NA,NA,425784,NA,170507_174954,-4.2416,-114.2276,-2.12,-7.0374,21.7975,-31.5822,3.71,1.74,468,113.4,22.8,77.588,2293,5.716,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.7835,0.988,1.898,2,1,0,3,6,20,6,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard,1
FF,2017-05-07,87.2,2.502,5.8955,Giancarlo Stanton,519317,573244,NA,ball,NA,NA,NA,NA,11,NA,R,R,L,NYM,MIA,B,NA,NA,2,2,2017,1.0897,0.7884,-1.5794,2.7809,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425784,NA,170507_174933,-11.8256,-125.9462,-2.741,13.9737,27.976,-23.6144,3.71,1.74,NA,NA,NA,85.66,2099,5.916,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.5841,NA,NA,NA,NA,NA,NA,NA,20,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,NA
CU,2017-05-07,78.9,2.0732,6.1764,Giancarlo Stanton,519317,573244,NA,foul,NA,NA,NA,NA,13,NA,R,R,L,NYM,MIA,S,NA,NA,2,1,2017,-0.816,0.2581,-1.2126,1.9004,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425784,NA,170507_174913,-5.5759,-114.2255,-2.7274,-5.6454,25.2176,-29.695,3.71,1.74,NA,NA,NA,77.012,2086,5.671,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.8289,NA,NA,NA,NA,NA,NA,NA,20,4,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard,NA
CU,2017-05-07,78,2.1549,6.0946,Giancarlo Stanton,519317,573244,NA,swinging_strike,NA,NA,NA,NA,5,NA,R,R,L,NYM,MIA,S,NA,NA,2,0,2017,-0.7202,0.2839,0.1389,2.7035,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425784,NA,170507_174858,-3.0118,-113.2752,-0.8804,-5.5022,21.1791,-29.8685,3.71,1.74,NA,NA,NA,77.048,2206,5.763,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.7369,NA,NA,NA,NA,NA,NA,NA,20,3,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard,NA
FF,2017-05-07,86.5,2.2679,5.9915,Giancarlo Stanton,519317,573244,NA,ball,NA,NA,NA,NA,2,NA,R,R,L,NYM,MIA,B,NA,NA,1,0,2017,0.7424,1.0276,-0.2307,3.7725,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425784,NA,170507_174845,-7.3581,-125.4784,-1.0939,9.2145,25.4411,-21.5009,3.71,1.74,NA,NA,NA,85.643,2122,5.905,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.5944,NA,NA,NA,NA,NA,NA,NA,20,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,NA
FF,2017-05-07,86.6,2.3539,6.1084,Giancarlo Stanton,519317,573244,NA,ball,NA,NA,NA,NA,11,NA,R,R,L,NYM,MIA,B,NA,NA,0,0,2017,0.8505,1.4879,-0.187,3.9374,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425784,NA,170507_174829,-7.6619,-125.4261,-1.8658,10.4028,25.9548,-16.6072,3.71,1.74,NA,NA,NA,85.491,2162,5.876,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.6237,NA,NA,NA,NA,NA,NA,NA,20,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,NA
SL,2017-05-07,85.3,2.1631,6.0459,Giancarlo Stanton,519317,573244,home_run,hit_into_play_score,NA,NA,NA,NA,13,Giancarlo Stanton homers (9) on a line drive to left center field.   Christian Yelich scores.    Marcell Ozuna scores.,R,R,L,NYM,MIA,X,NA,line_drive,0,1,2017,-0.0373,0.8303,-0.5215,1.6097,592885,542303,NA,1,1,Top,27.55,41.15,NA,NA,425784,NA,170507_171738,-6.1949,-123.7365,-5.7354,0.8027,23.6364,-22.8178,3.71,1.74,436,113.1,22.2,84.88,2345,6.087,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.4125,0.97,1.844,2,1,0,3,6,4,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,1
FF,2017-05-07,89.1,2.2016,5.9933,Giancarlo Stanton,519317,573244,NA,called_strike,NA,NA,NA,NA,8,NA,R,R,L,NYM,MIA,S,NA,NA,0,0,2017,1.0258,1.4927,-0.1992,1.8525,592885,542303,NA,1,1,Top,NA,NA,NA,NA,425784,NA,170507_171709,-7.9166,-129.0134,-7.0748,12.97,27.4672,-14.4872,3.71,1.74,NA,NA,NA,88.071,2317,5.963,490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,54.5362,NA,NA,NA,NA,NA,NA,NA,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
FT,2017-05-06,96,-2.3128,5.254,Giancarlo Stanton,519317,570663,field_out,hit_into_play,NA,NA,NA,NA,4,"Giancarlo Stanton grounds out, first baseman T.  J.   Rivera to pitcher Hansel Robles.",R,R,R,NYM,MIA,X,3,ground_ball,0,0,2017,-1.4363,1.1885,-0.6396,2.3961,NA,NA,NA,2,7,Top,146.09,168.9,NA,NA,608700,NA,170507_020403,7.5899,-139.365,-4.6197,-20.2601,28.8986,-15.9605,3.71,1.74,8,62.7,-15.8,95.826,2253,6.141,490551,570663,608700,608061,435522,527038,408314,624424,434158,457803,54.3587,0.063,0.062,0,1,0,0,2,64,1,2-Seam Fastball,8,3,3,8,3,8,3,8,Standard,Standard,0
CU,2017-05-06,81.5,-1.4957,5.9869,Giancarlo Stanton,519317,607229,strikeout,swinging_strike,NA,NA,NA,NA,8,Giancarlo Stanton strikes out swinging.,R,R,R,NYM,MIA,S,2,NA,3,2,2017,0.3553,-0.9545,-0.0236,2.1024,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011334,2.6088,-118.3154,-0.3017,2.713,24.1019,-41.0934,3.71,1.74,NA,NA,NA,80.205,2798,5.678,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.8219,NA,NA,0,1,0,0,NA,42,8,Curveball,5,3,3,5,3,5,3,5,Standard,Standard,NA
SL,2017-05-06,89.9,-1.68,5.9314,Giancarlo Stanton,519317,607229,NA,foul,NA,NA,NA,NA,7,NA,R,R,R,NYM,MIA,S,NA,NA,3,2,2017,-0.704,0.1041,-0.3334,1.9791,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011316,4.7635,-130.7563,-4.1149,-8.8944,22.6043,-30.4618,3.71,1.74,NA,NA,NA,89.973,2329,5.957,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.5425,NA,NA,NA,NA,NA,NA,NA,42,7,Slider,5,3,3,5,3,5,3,5,Standard,Standard,NA
SI,2017-05-06,94.2,-1.5324,5.8635,Giancarlo Stanton,519317,607229,NA,foul,NA,NA,NA,NA,2,NA,R,R,R,NYM,MIA,S,NA,NA,3,2,2017,-1.7542,0.7347,0.024,3.1536,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011302,7.8977,-136.9839,-3.0588,-23.7749,24.1269,-22.4327,3.71,1.74,193,74.2,58.7,94.951,2227,6.311,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.1883,NA,NA,NA,NA,NA,NA,NA,42,6,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,0
CH,2017-05-06,87.6,-1.4854,6.0567,Giancarlo Stanton,519317,607229,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,MIA,B,NA,NA,2,2,2017,-1.6671,0.9305,0.3735,-0.0868,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011239,7.779,-127.0479,-10.5746,-19.3387,20.4448,-20.561,3.71,1.74,NA,NA,NA,87.539,1502,5.958,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.5421,NA,NA,NA,NA,NA,NA,NA,42,5,Changeup,5,3,3,5,3,5,3,5,Standard,Standard,NA
SL,2017-05-06,88.5,-1.5195,6.0714,Giancarlo Stanton,519317,607229,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,MIA,B,NA,NA,1,2,2017,-0.5759,0.476,0.7151,1.3634,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011226,6.5089,-128.4367,-6.3534,-7.42,22.3945,-26.0833,3.71,1.74,NA,NA,NA,87.761,2408,5.616,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.8832,NA,NA,NA,NA,NA,NA,NA,42,4,Slider,5,3,3,5,3,5,3,5,Standard,Standard,NA
SL,2017-05-06,90,-1.4088,6.0899,Giancarlo Stanton,519317,607229,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,MIA,B,NA,NA,0,2,2017,-0.5165,0.8113,1.5811,2.6162,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011217,8.4123,-130.4006,-4.2481,-7.6266,28.0775,-22.3624,3.71,1.74,NA,NA,NA,89.102,2355,6.017,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.4824,NA,NA,NA,NA,NA,NA,NA,42,3,Slider,5,3,3,5,3,5,3,5,Standard,Standard,NA
SI,2017-05-06,93.7,-1.4531,6.141,Giancarlo Stanton,519317,607229,NA,swinging_strike,NA,NA,NA,NA,4,NA,R,R,R,NYM,MIA,S,NA,NA,0,1,2017,-1.4777,1.4805,-0.3558,2.9558,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011201,5.9779,-135.7674,-5.5665,-19.3671,32.361,-13.1221,3.71,1.74,NA,NA,NA,92.511,2215,6.009,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.4906,NA,NA,NA,NA,NA,NA,NA,42,2,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,NA
SI,2017-05-06,93.7,-1.4661,6.1387,Giancarlo Stanton,519317,607229,NA,foul,NA,NA,NA,NA,4,NA,R,R,R,NYM,MIA,S,NA,NA,0,0,2017,-1.8796,0.4388,-0.3622,2.5838,NA,NA,NA,1,5,Top,NA,NA,NA,NA,608700,NA,170507_011148,6.8488,-135.8126,-4.2498,-24.413,33.7103,-26.0829,3.71,1.74,NA,NA,NA,92.268,2384,5.949,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.5509,NA,NA,NA,NA,NA,NA,NA,42,1,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,NA
SL,2017-05-06,89.3,-1.6456,6.1452,Giancarlo Stanton,519317,607229,single,hit_into_play_no_out,NA,NA,NA,NA,14,Giancarlo Stanton singles on a line drive to right fielder Jay Bruce.   Marcell Ozuna to 3rd.,R,R,R,NYM,MIA,X,9,line_drive,2,1,2017,-0.1682,0.7842,0.9529,2.3156,NA,NA,542303,2,3,Top,173.37,131.3,NA,NA,608700,NA,170507_004329,6.6338,-129.2936,-4.8276,-3.3737,30.0893,-22.7941,3.71,1.74,194,75.6,18.4,87.537,2405,5.714,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.7861,0.954,0.885,0.9,1,1,0,4,27,4,Slider,5,1,1,5,1,5,1,5,Standard,Standard,0
SL,2017-05-06,89,-1.6073,6.1382,Giancarlo Stanton,519317,607229,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,NYM,MIA,B,NA,NA,1,1,2017,-0.3129,0.6528,1.4204,1.5812,NA,NA,542303,2,3,Top,NA,NA,NA,NA,608700,NA,170507_004308,7.9668,-128.8457,-6.3066,-5.205,29.0514,-23.8991,3.71,1.74,NA,NA,NA,87.616,2365,5.887,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.6123,NA,NA,NA,NA,NA,NA,NA,27,3,Slider,5,1,1,5,1,5,1,5,Standard,Standard,NA
SI,2017-05-06,94.8,-1.5443,6.2784,Giancarlo Stanton,519317,607229,NA,ball,NA,NA,NA,NA,12,NA,R,R,R,NYM,MIA,B,NA,NA,0,1,2017,-1.7419,1.1876,1.1703,2.9617,NA,NA,542303,2,3,Top,NA,NA,NA,NA,608700,NA,170507_004250,10.8702,-137.1712,-5.4777,-24.3868,33.7018,-16.2675,3.71,1.74,NA,NA,NA,93.751,2199,6.228,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.2711,NA,NA,NA,NA,NA,NA,NA,27,2,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,NA
SI,2017-05-06,93.9,-1.6468,6.2231,Giancarlo Stanton,519317,607229,NA,foul,NA,NA,NA,NA,4,NA,R,R,R,NYM,MIA,S,NA,NA,0,0,2017,-1.7648,0.9633,-0.5573,2.8548,NA,NA,542303,2,3,Top,NA,NA,NA,NA,608700,NA,170507_004232,6.609,-136.0825,-4.9603,-23.1482,33.224,-19.463,3.71,1.74,NA,NA,NA,92.736,2141,6.071,490551,607229,608700,608061,435522,527038,408314,624424,434158,457803,54.4286,NA,NA,NA,NA,NA,NA,NA,27,1,Sinker,5,1,1,5,1,5,1,5,Standard,Standard,NA
SI,2017-05-06,95.1,-1.8774,6.0656,Giancarlo Stanton,519317,607229,home_run,hit_into_play_score,NA,NA,NA,NA,2,Giancarlo Stanton homers (8) on a fly ball to center field.,R,R,R,NYM,MIA,X,NA,fly_ball,3,1,2017,-1.2674,1.1246,0.1036,3.2046,NA,NA,NA,0,2,Top,184.86,38.47,NA,NA,608700,NA,170506_233946,7.9011,-137.7082,-4.1807,-17.7523,34.022,-17.3795,3.71,1.74,403,109.4,22.7,93.728,2238,6.002,490551,607229,608700,608061,435522,408314,452678,624424,434158,457803,54.4976,0.993,1.927,2,1,0,3,6,15,5,Sinker,5,0,0,5,0,5,0,5,Standard,Standard,1
